Pharmaceutical Society of Ireland,,,,,,,,,
This data is correct at: 01.07.2022,,,,,,,,,
Registration Number,Trading Name,Street 1,Street 2,Street 3,Town,County,RPB Owner,Eircode,Address 1
8094,Boots ,Liffey Valley Shopping Centre,,,Clondalkin,Dublin 22,Boots Retail (Ireland) Limited,,"Liffey Valley Shopping Centre
Clondalkin, Dublin 22"
8095,Boots ,15-16 Monaghan Shopping Centre,,,Monaghan Town,Co. Monaghan,Boots Retail (Ireland) Limited,,"15-16 Monaghan Shopping Centre
Monaghan Town, Co. Monaghan"
8096,Boots ,4 George's Court,Barronstrand Street,,Waterford City,Co. Waterford,Boots Retail (Ireland) Limited,,"4 George's Court
Barronstrand Street
Waterford City, Co. Waterford"
8097,Boots ,35 Shop Street,,,Galway City,Co. Galway,Boots Retail (Ireland) Limited,,"35 Shop Street
Galway City, Co. Galway"
8098,Boots ,Unit G6,The Pavillions Shopping Centre,,Swords,Co. Dublin,Boots Retail (Ireland) Limited,,"Unit G6
The Pavillions Shopping Centre
Swords, Co. Dublin"
8099,Boots ,5 - 6 Gladstone Street,,,Clonmel,Co. Tipperary,Boots Retail (Ireland) Limited,,"5 - 6 Gladstone Street
Clonmel, Co. Tipperary"
8100,Boots ,40-42 O'Connell Street,,,Ennis,Co. Clare,Boots Retail (Ireland) Limited,,"40-42 O'Connell Street
Ennis, Co. Clare"
8101,Boots ,302 Lower Rathmines Road,,,Rathmines,Dublin 6,Boots Retail (Ireland) Limited,,"302 Lower Rathmines Road
Rathmines, Dublin 6"
8102,Boots ,Unit 3-4 North Mall,Navan Shopping Centre,,Navan,Co. Meath,Boots Retail (Ireland) Limited,,"Unit 3-4 North Mall
Navan Shopping Centre
Navan, Co. Meath"
8103,Boots ,St. Laurence Shopping Centre,,,Drogheda,Co. Louth,Boots Retail (Ireland) Limited,,"St. Laurence Shopping Centre
Drogheda, Co. Louth"
8104,Boots ,The Marshes Shopping Centre,Rampart Road,,Dundalk,Co. Louth,Boots Retail (Ireland) Limited,,"The Marshes Shopping Centre
Rampart Road
Dundalk, Co. Louth"
8105,Boots ,Unit 2b,Ashbourne Town Centre,,Ashbourne,Co. Meath,Boots Retail (Ireland) Limited,,"Unit 2b
Ashbourne Town Centre
Ashbourne, Co. Meath"
8106,Boots ,Unit 3,Carrick-On-Shannon Shopping Centre,,Carrick-On-Shannon,Co. Leitrim,Boots Retail (Ireland) Limited,,"Unit 3
Carrick-On-Shannon Shopping Centre
Carrick-On-Shannon, Co. Leitrim"
8107,Boots ,26-27 Main Street,,,Midleton,Co. Cork,Boots Retail (Ireland) Limited,,"26-27 Main Street
Midleton, Co. Cork"
8108,Boots ,Unit 6,Charlestown Shopping Centre,,Finglas,Dublin 11,Boots Retail (Ireland) Limited,,"Unit 6
Charlestown Shopping Centre
Finglas, Dublin 11"
8109,Boots ,18 Ballymahon Street,,,Longford,Co. Longford,Boots Retail (Ireland) Limited,,"18 Ballymahon Street
Longford, Co. Longford"
8110,Boots ,Units 3-4 Westport Centre,Ballinrobe Road,,Westport,Co. Mayo,Boots Retail (Ireland) Limited,,"Units 3-4 Westport Centre
Ballinrobe Road
Westport, Co. Mayo"
8111,Boots ,Units 10-11,Deerpark Retail Centre,,Killarney,Co. Kerry,Boots Retail (Ireland) Limited,,"Units 10-11
Deerpark Retail Centre
Killarney, Co. Kerry"
8112,Boots ,75 Morehampton Road,,,Donnybrook,Dublin 4,Boots Retail (Ireland) Limited,,"75 Morehampton Road
Donnybrook, Dublin 4"
8113,Boots ,Living Health Centre,Fermoy Road,,Mitchelstown,Co. Cork,Boots Retail (Ireland) Limited,,"Living Health Centre
Fermoy Road
Mitchelstown, Co. Cork"
8114,Boots ,Unit 8 Letterkenny Retail Park,Paddy Harte Road,,Letterkenny,Co. Donegal,Boots Retail (Ireland) Limited,,"Unit 8 Letterkenny Retail Park
Paddy Harte Road
Letterkenny, Co. Donegal"
8115,Boots ,Unit 95B,Omni Park Shopping Centre,,Santry,Dublin 9,Boots Retail (Ireland) Limited,,"Unit 95B
Omni Park Shopping Centre
Santry, Dublin 9"
8116,Boots ,1 Half Moon Street,,,Cork ,Co. Cork,Boots Retail (Ireland) Limited,,"1 Half Moon Street
Cork , Co. Cork"
8117,Boots ,Unit 3 Childers Road Retail Park,Dublin Road,,Limerick City,Co. Limerick,Boots Retail (Ireland) Limited,,"Unit 3 Childers Road Retail Park
Dublin Road
Limerick City, Co. Limerick"
8118,Boots ,Units 23 - 24,Carton Retail Park,,Maynooth,Co. Kildare,Boots Retail (Ireland) Limited,,"Units 23 - 24
Carton Retail Park
Maynooth, Co. Kildare"
8119,Boots ,Unit 26 - 29  Thurles Shopping Centre,,,Thurles,Co. Tipperary,Boots Retail (Ireland) Limited,,"Unit 26 - 29  Thurles Shopping Centre
Thurles, Co. Tipperary"
8120,Boots ,The Harlequin Centre,Lough Lannagh Road,,Castlebar,Co. Mayo,Boots Retail (Ireland) Limited,,"The Harlequin Centre
Lough Lannagh Road
Castlebar, Co. Mayo"
8121,Boots ,Unit C,Blackpool Retail Park,,Cork City,Co. Cork,Boots Retail (Ireland) Limited,,"Unit C
Blackpool Retail Park
Cork City, Co. Cork"
8122,Boots ,Unit 1,Monread Shopping Centre,,Naas,Co. Kildare,Boots Retail (Ireland) Limited,,"Unit 1
Monread Shopping Centre
Naas, Co. Kildare"
8123,Boots ,9 Main Street,,,Roscommon Town,Co. Roscommon,Boots Retail (Ireland) Limited,,"9 Main Street
Roscommon Town, Co. Roscommon"
8124,Boots ,Units 11 - 12,Millfield Shopping Centre,,Balbriggan,Co. Dublin,Boots Retail (Ireland) Limited,,"Units 11 - 12
Millfield Shopping Centre
Balbriggan, Co. Dublin"
8125,Boots ,Units 31-32,Laois Shopping Centre,,Portlaoise,Co. Laois,Boots Retail (Ireland) Limited,,"Units 31-32
Laois Shopping Centre
Portlaoise, Co. Laois"
8126,Boots ,91 Main Street,,,Cavan Town,Co. Cavan,Boots Retail (Ireland) Limited,,"91 Main Street
Cavan Town, Co. Cavan"
8127,Boots ,Units 2-3,Fair Green Plaza,,Macroom,Co. Cork,Boots Retail (Ireland) Limited,,"Units 2-3
Fair Green Plaza
Macroom, Co. Cork"
8128,Boots ,134-135 Lower Baggot Street,,,,Dublin 2,Boots Retail (Ireland) Limited,,"134-135 Lower Baggot Street
Dublin 2"
8129,Boots ,85-86 Main Street,,,Gorey,Co. Wexford,Boots Retail (Ireland) Limited,,"85-86 Main Street
Gorey, Co. Wexford"
8130,Boots ,Units 14 - 15,Whitewater Shopping Centre,,Newbridge,Co. Kildare,Boots Retail (Ireland) Limited,,"Units 14 - 15
Whitewater Shopping Centre
Newbridge, Co. Kildare"
8131,Boots ,105 Main Street,,,Bray,Co. Wicklow,Boots Retail (Ireland) Limited,,"105 Main Street
Bray, Co. Wicklow"
8132,Boots ,"Units 1 - 3 Block B, Phibsboro Place","149-158, Phibsboro Road",,Phibsboro,Dublin 7,Boots Retail (Ireland) Limited,,"Units 1 - 3 Block B, Phibsboro Place
149-158, Phibsboro Road
Phibsboro, Dublin 7"
8133,Boots ,21 Pearse Street,,,Ballina,Co. Mayo,Boots Retail (Ireland) Limited,,"21 Pearse Street
Ballina, Co. Mayo"
8134,Boots ,Unit 27 ,The Mill Shopping Centre,,Clondalkin,Dublin 22,Boots Retail (Ireland) Limited,,"Unit 27 
The Mill Shopping Centre
Clondalkin, Dublin 22"
8135,Boots ,Units 223-224,Blanchardstown Centre,,Blanchardstown,Dublin 15,Boots Retail (Ireland) Limited,,"Units 223-224
Blanchardstown Centre
Blanchardstown, Dublin 15"
8136,Boots ,Ground Floor,108 - 109 Davis Street,,Mallow,Co. Cork,Boots Retail (Ireland) Limited,,"Ground Floor
108 - 109 Davis Street
Mallow, Co. Cork"
8137,Boots ,"Units 36-39, Galway Shopping Centre",Headford Road,,Galway City,Co. Galway,Boots Retail (Ireland) Limited,,"Units 36-39, Galway Shopping Centre
Headford Road
Galway City, Co. Galway"
8138,Boots ,Units 48-49,Mahon Point Shopping Centre,,Cork City,Co. Cork,Boots Retail (Ireland) Limited,,"Units 48-49
Mahon Point Shopping Centre
Cork City, Co. Cork"
8139,Boots ,Unit 1 Ground Floor,"Grange Clinic, Grange Road",,Donaghmede,Dublin 13,Boots Retail (Ireland) Limited,,"Unit 1 Ground Floor
Grange Clinic, Grange Road
Donaghmede, Dublin 13"
8140,Boots ,"Unit 245, Level 2",The Square,,Tallaght,Dublin 24,Boots Retail (Ireland) Limited,,"Unit 245, Level 2
The Square
Tallaght, Dublin 24"
8141,Boots ,Unit 12B Abbey Court,Central Plaza,,Tralee,Co. Kerry,Boots Retail (Ireland) Limited,,"Unit 12B Abbey Court
Central Plaza
Tralee, Co. Kerry"
8142,Boots ,12-13 South Main Street,,,Bandon,Co. Cork,Boots Retail (Ireland) Limited,,"12-13 South Main Street
Bandon, Co. Cork"
8143,Boots ,Unit 7,Owenabue Mall,,Carrigaline,Co. Cork,Boots Retail (Ireland) Limited,,"Unit 7
Owenabue Mall
Carrigaline, Co. Cork"
8144,Boots ,,Ilac Shopping Centre,,,Dublin 1,Boots Retail (Ireland) Limited,,"Ilac Shopping Centre
Dublin 1"
8145,Boots ,Units 5-7 Park Pointe Shopping Centre,Upper Glenageary Road,,Dun Laoghaire,Co. Dublin,Boots Retail (Ireland) Limited,,"Units 5-7 Park Pointe Shopping Centre
Upper Glenageary Road
Dun Laoghaire, Co. Dublin"
8146,Boots ,Unit 13 - 14,Frascati Shopping Centre,,Blackrock,Co. Dublin,Boots Retail (Ireland) Limited,,"Unit 13 - 14
Frascati Shopping Centre
Blackrock, Co. Dublin"
8147,Boots ,Unit 1,MacDonagh Junction Shopping Centre,,Kilkenny,Co. Kilkenny,Boots Retail (Ireland) Limited,,"Unit 1
MacDonagh Junction Shopping Centre
Kilkenny, Co. Kilkenny"
8148,Boots ,Units 1 - 3,"Exchange House, Main Street",,Ballincollig,Co. Cork,Boots Retail (Ireland) Limited,,"Units 1 - 3
Exchange House, Main Street
Ballincollig, Co. Cork"
8149,Boots ,"Unit 3, Castle Centre",Drimnagh Road,,Drimnagh,Dublin 12,Boots Retail (Ireland) Limited,,"Unit 3, Castle Centre
Drimnagh Road
Drimnagh, Dublin 12"
8150,Boots ,2 Church Road,,,Malahide,Co. Dublin,Boots Retail (Ireland) Limited,,"2 Church Road
Malahide, Co. Dublin"
8151,Boots ,Unit 12-13,Bridgewater Shopping Centre,,Arklow,Co. Wicklow,Boots Retail (Ireland) Limited,,"Unit 12-13
Bridgewater Shopping Centre
Arklow, Co. Wicklow"
8152,Boots ,Units 10-12 ,Johnston Court Shopping Centre,,Sligo Town,Co. Sligo,Boots Retail (Ireland) Limited,,"Units 10-12 
Johnston Court Shopping Centre
Sligo Town, Co. Sligo"
8153,Boots ,Unit 215 Quad 2,The Park Retail Park,,Carrickmines,Dublin 18,Boots Retail (Ireland) Limited,,"Unit 215 Quad 2
The Park Retail Park
Carrickmines, Dublin 18"
8154,Boots ,1 Church Street,,,Tullamore,Co. Offaly,Boots Retail (Ireland) Limited,,"1 Church Street
Tullamore, Co. Offaly"
8155,Boots ,18 Church Road,,,Greystones,Co. Wicklow,Boots Retail (Ireland) Limited,,"18 Church Road
Greystones, Co. Wicklow"
8156,Boots ,9-13 South Main Street,,,Wexford Town,Co. Wexford,Boots Retail (Ireland) Limited,,"9-13 South Main Street
Wexford Town, Co. Wexford"
8157,Boots ,3 Silverbridge Plaza,Kilcolman Road,,Claremorris,Co. Mayo,Boots Retail (Ireland) Limited,,"3 Silverbridge Plaza
Kilcolman Road
Claremorris, Co. Mayo"
8158,Drom Pharmacy,The Square,,,Dromcollogher,Co. Limerick,Wiki Pharma Limited,,"The Square
Dromcollogher, Co. Limerick"
8159,Killenaule Pharmacy,Main Street,,,Killenaule,Co. Tipperary,Aera Pharma Limited,E41 C868,"Main Street
Killenaule, Co. Tipperary E41 C868"
8160,Pure Pharmacy,"Unit 6, The Village Centre",Watery Lane,,Clondalkin,Dublin 22,Taupe Pharmacy Limited,D22 V2H9,"Unit 6, The Village Centre
Watery Lane
Clondalkin, Dublin 22 D22 V2H9"
8161,Martyn's totalhealth Pharmacy,Main Street,,,Kilcormac,Co. Offaly,Kilcormac Pharmacy DAC,,"Main Street
Kilcormac, Co. Offaly"
8162,Woods CarePlus Pharmacy,30 Dominick Street,,,Mullingar,Co. Westmeath,Richard Woods Pharmacy Limited,N91 RTX6,"30 Dominick Street
Mullingar, Co. Westmeath N91 RTX6"
8163,Woodbine Pharmacy,6 Woodbine Park,,,Blackrock,Co. Dublin,Woodbine Pharmacy Limited,,"6 Woodbine Park
Blackrock, Co. Dublin"
8164,Pure Pharmacy,79 Morehampton Road,,,Donnybrook,Dublin 4,Brady's Pharmacy Unlimited,,"79 Morehampton Road
Donnybrook, Dublin 4"
8165,Mountjoy Street CarePlus Pharmacy,Wellington Court,62-65 Mountjoy Street,,,Dublin 7,Mountjoy St. CarePlus Pharmacy Limited,,"Wellington Court
62-65 Mountjoy Street
Dublin 7"
8168,Quinn's Pharmacy,Beech Unit,Granary Court,,Edenderry,Co. Offaly,Eden Pharmacy Limited,,"Beech Unit
Granary Court
Edenderry, Co. Offaly"
8169,The Village Pharmacy,19 Main Street,Coolock Village,,Coolock,Dublin 5,Cote Pharmacy Limited,,"19 Main Street
Coolock Village
Coolock, Dublin 5"
8170,Phelan's Pharmacy,25 Earlwood Estate,The Lough,,Cork,Co. Cork,Earlwood Pharmacy Limited,T12Y9AK,"25 Earlwood Estate
The Lough
Cork, Co. Cork T12Y9AK"
8171,Flynn's Life Pharmacy,Gort Road,Lifford,,Ennis,Co. Clare,Gort Road Pharmacy Limited,,"Gort Road
Lifford
Ennis, Co. Clare"
8172,Active Life Pharmacy,Aldi Shopping Centre,Cranmore Road,,Sligo Town,Co. Sligo,Cranmore Pharmacy Limited,,"Aldi Shopping Centre
Cranmore Road
Sligo Town, Co. Sligo"
8173,CGH Allcare Pharmacy,Unit 1/2 Banagher Town Centre,,,Banagher,Co. Offaly,CGH Pharmacy Limited,,"Unit 1/2 Banagher Town Centre
Banagher, Co. Offaly"
8174,Tony Walsh's Allcare Pharmacy Rathfarnham,Rathfarnham Shopping Centre,,,Rathfarnham,Dublin 14,Tony Walsh (Rathfarnham) Limited,,"Rathfarnham Shopping Centre
Rathfarnham, Dublin 14"
8175,Cross Allcare Pharmacy,The Square ,,,Castletownbere,Co. Cork,G J Cross (Chemist) Limited,,"The Square 
Castletownbere, Co. Cork"
8176,Perrystown Allcare Pharmacy,182 Whitehall Rd West,,,Perrystown,Dublin 12,Kenure Limited,,"182 Whitehall Rd West
Perrystown, Dublin 12"
8177,O'Reilly's Allcare Pharmacy,17 Pearse Street,,,Fermoy,Co. Cork,E & D O'Reilly (Pharmacy) Limited,,"17 Pearse Street
Fermoy, Co. Cork"
8178,Black's Allcare Pharmacy,23 Mill Street,Church Square,,Monaghan,Co. Monaghan,WS Black Pharmacy Limited,,"23 Mill Street
Church Square
Monaghan, Co. Monaghan"
8179,Kerins Allcare Pharmacy,32 Castle Street,,,Dalkey,Co. Dublin,Nadroj Limited,,"32 Castle Street
Dalkey, Co. Dublin"
8180,Kelly's Allcare Pharmacy,The Mall,,,Tralee,Co. Kerry,Odlanor Limited,,"The Mall
Tralee, Co. Kerry"
8181,Clearwater Allcare Pharmacy,Clearwater Shopping Centre Unit 6,,,Finglas,Co. Dublin,Erncroft Limited,Dublin 11,"Clearwater Shopping Centre Unit 6
Finglas, Co. Dublin Dublin 11"
8182,Allcare Pharmacy,5 Lower O' Connell Street,,,,Dublin 1,Ballychem Limited,,"5 Lower O' Connell Street
Dublin 1"
8183,Roches Allcare Pharmacy Greystones,"Unit 7, Blacklion Retail Centre",,,Greystones,Co. Wicklow,Roscare Chemists Limited,,"Unit 7, Blacklion Retail Centre
Greystones, Co. Wicklow"
8184,O'Flynn's Allcare Pharmacy,9 Castle Street ,,,Ardee,Co. Louth,Colman O' Flynn Limited,,"9 Castle Street 
Ardee, Co. Louth"
8185,O'Carroll's Allcare Pharmacy,106 Rock Street,,,Tralee,Co. Kerry,O' Carrolls Pharmacy Limited,,"106 Rock Street
Tralee, Co. Kerry"
8186,O'Connor's Allcare Pharmacy,Crossroads,,,Moycullen,Co. Galway,Moycullen Pharmacy Limited,,"Crossroads
Moycullen, Co. Galway"
8188,O'Connor's Pharmacy,Unit 6,Blackcastle Shopping Centre,,Navan,Co. Meath,GOC Pharmacy Limited,,"Unit 6
Blackcastle Shopping Centre
Navan, Co. Meath"
8189,Kelly's Pharmacy,High Street,,,Dungarvan,Co. Waterford,Kellys Pharmacy (Dungarvan) Limited,,"High Street
Dungarvan, Co. Waterford"
8193,Median Healthcare Services,Unit 5,The Westway Centre,,Ballymount,Dublin 12,Median Healthcare Services,D12 FK 10,"Unit 5
The Westway Centre
Ballymount, Dublin 12 D12 FK 10"
8194,McCormack's Pharmacy,Lis Na Dara Medical Centre,Carrick Road,,Dundalk,Co. Louth,Melfer Carrick Road Limited,,"Lis Na Dara Medical Centre
Carrick Road
Dundalk, Co. Louth"
8195,Ashdown Pharmacy,3 Ashbourne Avenue,South Circular road,,Limerick,Co. Limerick,Ashdown Pharmacy (Limerick) Limited,V94X 932,"3 Ashbourne Avenue
South Circular road
Limerick, Co. Limerick V94X 932"
8196,Pure Pharmacy,Unit 2 Waterfront Development,"Salthill Road Upper, Salthill",,Galway,Co. Galway,Vibrant Food Limited,,"Unit 2 Waterfront Development
Salthill Road Upper, Salthill
Galway, Co. Galway"
8197,Reilly's St. James's Gate,St. James's Gate,,,,Dublin 8,Pafe Pharmacy St James Gate Limited ,,"St. James's Gate
Dublin 8"
8198,McCarthy's Pharmacy,The Arlington Centre,Link Road Droughill,,Portarlington,Co. Laois,DMC Pharmacy Limited,,"The Arlington Centre
Link Road Droughill
Portarlington, Co. Laois"
8199,Haven Pharmacy McAleers,7 Fitzmaurice Road,Ballygall,,Finglas East,Dublin 11,M & P McAleer Holdings Limited,,"7 Fitzmaurice Road
Ballygall
Finglas East, Dublin 11"
8200,Dromiskin Pharmacy,Chapel Road,,,Dromiskin,Co. Louth,Dromiskin Pharmacy Limited,A91 RWCO,"Chapel Road
Dromiskin, Co. Louth A91 RWCO"
8201,Pure Pharmacy,Unit 1A,Whitehall Close,,Terenure,Dublin 6W,Davronperry Limited,D6W T328,"Unit 1A
Whitehall Close
Terenure, Dublin 6W D6W T328"
8202,Hackett's Chemist Limited,The Square,,,Newport,Co. Tipperary,Hacketts Chemists Limited,,"The Square
Newport, Co. Tipperary"
8203,O'Malley's Life Pharmacy,St. Nessan's Road,Dooradoyle,,Limerick,Co. Limerick,Regional Pharmacy Limited,,"St. Nessan's Road
Dooradoyle
Limerick, Co. Limerick"
8204,Boots,"Units 34, 35 & 35A Douglas Court Shopping Centre",Douglas,,Cork,Co. Cork,Boots Retail (Ireland) Limited,T12 P295,"Units 34, 35 & 35A Douglas Court Shopping Centre
Douglas
Cork, Co. Cork T12 P295"
8205,Sheane's Pharmacy,92 Foxrock Avenue,,,Foxrock,Dublin 18,Goldingo Limited,,"92 Foxrock Avenue
Foxrock, Dublin 18"
8206,Railway Pharmacy,1-2 Railway Road,,,Cavan Town,Co. Cavan,Pkj Pharmacies Limited,,"1-2 Railway Road
Cavan Town, Co. Cavan"
8207,Boots,"Unit 1, 13-17 ",Dawson Street,,,Dublin 2,Boots Retail (Ireland) Limited,DO2 TF98,"Unit 1, 13-17 
Dawson Street
Dublin 2 DO2 TF98"
8208,Peter Street Pharmacy,9 Peter Street,,,Drogheda,Co. Louth,Brookcherith Limited,,"9 Peter Street
Drogheda, Co. Louth"
8209,N K's Pharmacy,Unit 1 Navenny Shopping Centre,Trusk Road,,Ballybofey,Co. Donegal,Niamh Kelly Pharmacy Limited,,"Unit 1 Navenny Shopping Centre
Trusk Road
Ballybofey, Co. Donegal"
8210,Markievicz Pharmacy,Holborn Hill,,,Sligo Town,Co. Sligo,Hamil Properties Limited,,"Holborn Hill
Sligo Town, Co. Sligo"
8211,The Rise Pharmacy,1 The Rise,,,Glasnevin,Dublin 9,KJ Pharmacy Limited,,"1 The Rise
Glasnevin, Dublin 9"
8212,Byrne Life Pharmacy,The Square,,,Castlebridge ,Co. Wexford,Mediwise Limited ,,"The Square
Castlebridge , Co. Wexford"
8213,Tully's Life Pharmacy,Harbour St.,,,Tullamore ,Co. Offaly,Marlin Retail LTD,R35 AE75,"Harbour St.
Tullamore , Co. Offaly R35 AE75"
8214,Fitzmaurice Pharmacy,150 Church Road,,,Eastwall,Dublin 3,Fitzmaurice Chemists Limited,,"150 Church Road
Eastwall, Dublin 3"
8215,Mountmellick Local Pharmacy,Lord Edward Street,,,Mountmellick,Co. Laois,Abraam Limited,,"Lord Edward Street
Mountmellick, Co. Laois"
8217,McSharry's Pharmacy,"Unit 1, Westside Shopping Centre","Seamus Quirke Road, Westside",,Galway,Co. Galway,Sundrive Pharmacy Limited,H91NRY2,"Unit 1, Westside Shopping Centre
Seamus Quirke Road, Westside
Galway, Co. Galway H91NRY2"
8218,McSharry Pharmacy,Gateway Shopping Centre,"Western Distributor Road, Knocknacarra",,Galway,Co. Galway,Tievebaun Limited,H91 A00V,"Gateway Shopping Centre
Western Distributor Road, Knocknacarra
Galway, Co. Galway H91 A00V"
8219,Harrington's Pharmacy,The Square,,,Castlecomer,Co. Kilkenny,Harringtons Pharmacy (Castlecomer) Limited ,R95 TR59,"The Square
Castlecomer, Co. Kilkenny R95 TR59"
8220,RJS Pharmacy Drumshanbo,"Unit 1, Scollan's Gala",Church Street,,Drumshanbo,Co. Leitrim,RJS Chemists Limited,,"Unit 1, Scollan's Gala
Church Street
Drumshanbo, Co. Leitrim"
8221,Pure Pharmacy,1 Brighton Rd,,,Foxrock,Dublin 18,DBDC Nine Limited,D18 X258,"1 Brighton Rd
Foxrock, Dublin 18 D18 X258"
8222,Mulvey's Pharmacy,Unit 2 ,The Village,,Stepaside,Dublin 18,Mulveys Pharmacy Limited,D18 FX29,"Unit 2 
The Village
Stepaside, Dublin 18 D18 FX29"
8223,Quirke's Medical Hall,High Street,,,Tullamore,Co. Offaly,Carragher's Pharmacy Limited,,"High Street
Tullamore, Co. Offaly"
8224,McCarthy's Pharmacy Carrigtwohill,Unit 1,Castle Court,,Carrigtwohill,Co. Cork,DMC Pharmacy Limited,,"Unit 1
Castle Court
Carrigtwohill, Co. Cork"
8225,Ardfinnan CarePlus Pharmacy,Main Street,,,Ardfinnan,Co. Tipperary,Rathronan Pharma Limited ,E91FV56,"Main Street
Ardfinnan, Co. Tipperary E91FV56"
8227,Springfield Pharmacy,Springfield Shopping Centre,"Alderwood Court, Springfield ",,Tallaght,Dublin 24,Timolly Limited,,"Springfield Shopping Centre
Alderwood Court, Springfield 
Tallaght, Dublin 24"
8228,McFadden's Pharmacy,46 Manor Street,,,Stoneybatter,Dublin 7,Yellow Bean Limited,,"46 Manor Street
Stoneybatter, Dublin 7"
8229,Freyne's Pharmacy,Orchard Rd,,,Clondalkin,Dublin 20,Freynes & Co LTD,,"Orchard Rd
Clondalkin, Dublin 20"
8231,Whytes Pharmacy,Unit 6 Arcadia Neighbourhood Centre ,Coosan,,Athlone,Co. Westmeath,Arcadia Athlone Pharmacy LTD,,"Unit 6 Arcadia Neighbourhood Centre 
Coosan
Athlone, Co. Westmeath"
8232,Connolly's Pharmacy,Greenacres Shopping Centre,Avenue Road,,Dundalk,Co. Louth,Cottisford Limited,,"Greenacres Shopping Centre
Avenue Road
Dundalk, Co. Louth"
8233,Ann Gray's totalhealth Pharmacy,Unit 3 Castletroy Court,Castletroy,,Limerick,Co. Limerick,Acled Limited,,"Unit 3 Castletroy Court
Castletroy
Limerick, Co. Limerick"
8234,Bagenalstown Pharmacy,Main Street,,,Bagenalstown,Co. Carlow,Bagenalstown Pharmacy Limited,,"Main Street
Bagenalstown, Co. Carlow"
8235,Buttevant Pharmacy,Main Street,,,Buttevant,Co. Cork,Buttevant Pharmacy Limited,,"Main Street
Buttevant, Co. Cork"
8237,McSharry Pharmacy,Athenry Primary Care Centre,Raheen,,Athenry,Co. Galway,Benwiskin Limited,H65 KH93,"Athenry Primary Care Centre
Raheen
Athenry, Co. Galway H65 KH93"
8239,"Pharmacy Department - Crumlin, CHI",Pharmacy Department,"Crumlin, CHI",,Crumlin,Dublin 12,Children's Health Ireland,D12 N512,"Pharmacy Department
Crumlin, CHI
Crumlin, Dublin 12 D12 N512"
8240,Sheehan's Pharmacy,West End,,,Newmarket,Co. Cork,Sheehan's Medical Hall Limited,,"West End
Newmarket, Co. Cork"
8242,Cootehill CarePlus Pharmacy,26 Market Street,,,Cootehill,Co. Cavan,Drumnaveil Medical Limited,,"26 Market Street
Cootehill, Co. Cavan"
8243,Lynchs Pharmacy,Broadale Commerical Centre,Maryborough Hill,,Douglas,Co. Cork,Bronze Trail LTD,,"Broadale Commerical Centre
Maryborough Hill
Douglas, Co. Cork"
8244,Village Green Pharmacy ,Unit 7-8,Village Green Shopping Centre,,Tallaght,Dublin 24,The Village Green Pharmacy Limited,,"Unit 7-8
Village Green Shopping Centre
Tallaght, Dublin 24"
8245,"Pharmacy Department - Temple Street, CHI",Temple Street,,,,Dublin 1,Children's Health Ireland,,"Temple Street
Dublin 1"
8246,Matt O'Flaherty Chemist,James Hardiman Building,"NUI Galway, University Rd",,Galway,Co. Galway,MOFC (NUIG) Limited,,"James Hardiman Building
NUI Galway, University Rd
Galway, Co. Galway"
8247,Complete Care Pharmacy,110 Main Street,,,Mulhuddart,Dublin 15,Point Break Pharmaceuticals Limited,D15YH32,"110 Main Street
Mulhuddart, Dublin 15 D15YH32"
8248,Johnstons Pharmacy,7 New Street,,,Longford Town,Co. Longford,New Street Pharmacy Limited,,"7 New Street
Longford Town, Co. Longford"
